datatype,objectid,displayorder,forwardtext,invertedtext,remarks,effectivedate
previous_attribution,34079,1,James Claypoole,"Claypoole, James",Attribution at time of gift,
previous_attribution,34079,3,Anonymous Unknown Nationality 18th Century,Anonymous Unknown Nationality 18th Century,Change memo 11/14/83,
previous_attribution,34079,4,Attributed to British 18th Century,"British 18th Century, Attributed to",Bd. Tr. approval 5/4/89,
previous_attribution,34080,2,European 18th Century,European 18th Century,"Bd. Tr. approval 4/30/69; original change proposal was annotated by W.P. Campbell to read ""British School"", but another marginal note reads ""filed 'European'"", list reads ""European of Unknown Nationality"" and existing attribution on 11/14/83 memo reads ""Unknown European 18th C."".",
previous_attribution,34080,1,John Singleton Copley,"Copley, John Singleton",Attribution at time of gift,
previous_attribution,34081,1,Henri Couturier,"Couturier, Henri",Attribution at time of gift,
previous_attribution,34081,2,European 18th Century,European 18th Century,Bd. Tr. approval 4/30/69,
previous_attribution,34082,3,Unknown 17th Century,Unknown 17th Century,Change memo 11/14/1983,
previous_attribution,34082,1,Henri Couturier,"Couturier, Henri",Attribution at time of gift,
previous_attribution,34082,2,European 17th Century,European 17th Century,Bd. Tr. approval 4/30/1969,1969-04-30
previous_attribution,34083,2,American School (?),American School (?),Bd. Tr. approval 5/6/64,
previous_attribution,34083,1,Abraham Delanoy,"Delanoy, Abraham",Attribution at time of gift,
previous_attribution,34084,1,William Dunlap,"Dunlap, William",Attribution at time of acquisition,
previous_attribution,34085,1,Asher Brown Durand,"Durand, Asher Brown",Attribution at time of gift,
previous_attribution,34086,2,European 18th Century,European 18th Century,Bd. Tr. approval 4/30/69,
previous_attribution,34086,1,Evert Duyckinck I,"Duyckinck I, Evert",Attribution at time of gift,
previous_attribution,34087,3,Anonymous Unknown Nationality 18th Century,Anonymous Unknown Nationality 18th Century,Change memo 11/14/83,
previous_attribution,34087,2,European 18th Century,European 18th Century,"Bd. Tr. approval 4/30/69; original change proposal was annotated by W.P. Campbell twice, first to read ""American School (?), first quarter 18th century"", then ""European of indeterminate origin, c. 1700"".",
previous_attribution,34087,1,Evert Duyckinck III,"Duyckinck III, Evert",Attribution at time of gift,
previous_attribution,34088,1,Gerardus Duyckinck,"Duyckinck, Gerardus",Attribution at time of gift,
previous_attribution,34088,2,European 18th Century,European 18th Century,Bd. Tr. approval 4/30/69,
previous_attribution,34089,3,American School (?),American School (?),This attribution assigned at an unkown date.,
previous_attribution,34089,2,School of Sir Godfrey Kneller,"Kneller, Sir Godfrey, School of","Bd. Tr. approval 4/30/69; list reads ""Artist Unknown"", but original change proposal was annotated by W.P. Campbell twice, first to read ""American School (?), first third 18th century"", then ""School of Kneller, British, 1646-1723"".",
previous_attribution,34089,1,Gerrit Duyckinck,"Duyckinck, Gerrit",Attribution at time of gift,
previous_attribution,34089,5,Attributed to British 18th Century,"British 18th Century, Attributed to",Bd. Tr. approval 10/5/89,
previous_attribution,34089,4,Anonymous Unknown Nationality 18th Century,Anonymous Unknown Nationality 18th Century,"Change memo 11/14/83; list reads ""17th Century"", but this was a mistaken assignment to match the date of a false inscription; error was corrected and attribution changed to 18th Century in 1986.",
previous_attribution,34091,1,Edward Truman,"Truman, Edward",Attribution at time of gift,
previous_attribution,34091,3,Anonymous Unknown Nationality 18th Century,Anonymous Unknown Nationality 18th Century,Change memo 11/14/83,
previous_attribution,34091,2,American School (?),American School (?),"Bd. Tr. approval 4/30/69; list reads ""Artist Unknown"", but original change proposal was annotated to indicate that the painting was published under the ""American (?)"" section of the catalogue.",
previous_attribution,34092,1,Ralph Earl,"Earl, Ralph",Attribution at time of gift,
previous_attribution,34094,1,John Vanderlyn,"Vanderlyn, John",Attribution at time of gift,
previous_attribution,34095,2,European 18th Century,European 18th Century,Bd. Tr. approval 4/30/69,
previous_attribution,34095,1,Nathaniel Emmons,"Emmons, Nathaniel",Attribution at time of gift,
previous_attribution,34096,1,Robert Feke,"Feke, Robert",Attribution at time of gift,
previous_attribution,34096,2,American School (?),American School (?),"Bd. Tr. approval 4/30/69; list reads ""Artist Unknown"", but original change proposal was annotated by W.P. Campbell to read ""American School (?), third quarter 18th century"".",
previous_attribution,34097,1,Robert Feke,"Feke, Robert",Attribution at time of gift,
previous_attribution,34099,1,Robert Fulton,"Fulton, Robert",Attribution at time of gift,
previous_attribution,34100,2,American 19th Century,American 19th Century,"Bd. Tr. approval 4/30/69; list reads ""Artist Unknown"", but original change proposal was annotated by W.P. Campbell to read ""American School (?), about 1810"".",
previous_attribution,34100,1,Robert Fulton,"Fulton, Robert",Attribution at time of gift,
previous_attribution,34101,2,American 19th Century,American 19th Century,"Bd. Tr. approval 4/30/69; list reads ""Artist Unknown"", but original change proposal was annotated by W.P. Campbell to read ""American School (?), about 1810"".",
previous_attribution,34101,1,Robert Fulton,"Fulton, Robert",Attribution at time of gift,
previous_attribution,34103,2,"Artist Unknown, copy after Robert M. Sully","Artist Unknown, copy after Robert M. Sully",Bd. Tr. approval 4/30/69,1969-04-30
previous_attribution,34103,1,James Herring,"Herring, James",Attribution at time of gift,
previous_attribution,34106,1,Henry Inman,"Inman, Henry",Attribution at time of gift,
previous_attribution,34107,1,Henry Inman,"Inman, Henry",Attribution at time of gift,
previous_attribution,34108,1,Henry Inman,"Inman, Henry",Attribution at time of acquisition,
previous_attribution,34109,1,John Wesley Jarvis,"Jarvis, John Wesley",Attribution at time of gift,
previous_attribution,34112,2,School of Sir Godfrey Kneller,"Kneller, Sir Godfrey, School of","Bd. Tr. approval 4/30/69; list reads ""Artist Unknown"", but original change proposal was annotated by W.P. Campbell to read ""School of Sir Godfrey Kneller, British School (1646-1723)"".",
previous_attribution,34112,4,Anonymous Unknown Nationality 17th Century,Anonymous Unknown Nationality 17th Century,"Change memo 11/14/83; list reads ""18th Century"", but this was a mistaken assignment to match the date of a false inscription; error was corrected and attribution changed to 17th Century in 1986.",
previous_attribution,34112,3,American School (?),American School (?),This attribution assigned at an unknown date.,
previous_attribution,34112,1,Henrietta Deering Johnston,"Johnston, Henrietta Deering",Attribution at time of gift,
previous_attribution,34114,2,Artist Unknown,Artist Unknown,Bd. Tr. approval 4/30/1969,
previous_attribution,34114,1,Charles Bird King,"King, Charles Bird",Attribution at time of gift,
previous_attribution,34115,1,James Reid Lambdin,"Lambdin, James Reid",Attribution at time of gift,
previous_attribution,34117,1,Edward Greene Malbone,"Malbone, Edward Greene",Attribution at time of acquisition,
previous_attribution,34118,1,Edward D. Marchant,"Marchant, Edward D.",Attribution at time of gift,
previous_attribution,34119,3,Attributed to John Mare,"Mare, John, Attributed to",See 8/17/83 and 8/23/83 memos on computer artist file,
previous_attribution,34119,2,John Mare (?),"Mare, John (?)",Bd. Tr. approval 4/30/69,
previous_attribution,34119,1,John Mare,"Mare, John",Attribution at time of gift,
previous_attribution,34120,1,Eliab Metcalf,"Metcalf, Eliab",Attribution at time of acquisition,
previous_attribution,34121,2,Unknown Artist,Unknown Artist,Bd. Tr. approval 5/6/1964,""
previous_attribution,34121,1,Samuel Finley Breese Morse,"Morse, Samuel Finley Breese",Attribution at time of gift,
previous_attribution,34122,1,Pieter Vanderlyn,"Vanderlyn, Pieter",Attribution at time of gift,
previous_attribution,34122,2,Artist Unknown,Artist Unknown,"Bd. Tr. approval 4/30/69; original change proposal by W.P. Campbell reads ""Hudson Valley Artist, American School, 1719"".",
previous_attribution,34123,1,Samuel Finley Breese Morse,"Morse, Samuel Finley Breese",Attribution at time of gift,
previous_attribution,34124,1,John Neagle,"Neagle, John",Attribution at time of gift,
previous_attribution,34127,1,John Neagle,"Neagle, John",Attribution at time of gift,
previous_attribution,34127,2,Artist Unknown,Artist Unknown,Bd. Tr. approval 4/30/69,1969-04-30
previous_attribution,34128,1,John Neagle,"Neagle, John",Attribution at time of gift,
previous_attribution,34128,2,Artist Unknown,Artist Unknown,Bd. Tr. approval 4/30/69,1969-04-30
previous_attribution,34130,3,American 19th Century,American 19th Century,This attribution assigned at an unknown date.,
previous_attribution,34130,2,Unknown Artist,Unknown Artist,Bd. Tr. approval 4/30/69,
previous_attribution,34130,1,John Neagle,"Neagle, John",Attribution at time of gift,
previous_attribution,34131,4,Attributed to British 18th Century,"British 18th Century, Attributed to",Bd. Tr. approval 10/5/1989,1989-10-05
previous_attribution,34131,3,Anonymous Unknown Nationality 19th Century,Anonymous Unknown Nationality 19th Century,Change memo 11/14/1983,1983-11-14
previous_attribution,34131,1,James Peale,"Peale, James",Attribution at time of gift,
previous_attribution,34131,2,American School (?),American School (?),"Bd. Tr. approval 4/30/1969; list reads ""Artist Unknown"", but original change proposal was annotated by W.P. Campbell to read ""American (?), second half 18th century (but could be European as well)"".",1969-04-30
previous_attribution,34132,1,Rembrandt Peale,"Peale, Rembrandt",Attribution at time of acquisition,
previous_attribution,34134,5,Attributed to British 18th Century,"British 18th Century, Attributed to",Bd. Tr. approval 10/5/89,
previous_attribution,34134,1,John Watson,"Watson, John",Attribution at time of gift,
previous_attribution,34134,4,Anonymous Unknown Nationality 18th Century,Anonymous Unknown Nationality 18th Century,Change memo 11/14/83,
previous_attribution,34134,2,School of Sir Godfrey Kneller,"Kneller, Sir Godfrey, School of","Bd. Tr. approval 4/30/69; list reads ""Artist Unknown"", but original change proposal was annotated by W.P. Campbell to read ""School of Sir Godfrey Kneller, British, 1646-1723"".",
previous_attribution,34134,3,American School (?),American School (?),This attribution assigned at an unknown date.,
previous_attribution,34135,3,American School (?),American School (?),This attribution assigned at an unknown date.,
previous_attribution,34135,5,Attributed to British 18th Century,"British 18th Century, Attributed to",Bd. Tr. approval 10/5/89,
previous_attribution,34135,2,School of Sir Godfrey Kneller,"Kneller, Sir Godfrey, School of","Bd. Tr. approval 4/30/69; list reads ""Artist Unknown"", but original change proposal was annotated by W.P. Campbell to read ""School of Sir Godfrey Kneller, British School, 1646-1723"".",
previous_attribution,34135,4,Anonymous Unknown Nationality 18th Century,Anonymous Unknown Nationality 18th Century,Change memo 11/14/83,
previous_attribution,34135,1,Peter Pelham,"Pelham, Peter",Attribution at time of gift,
previous_attribution,34136,2,American School (?),American School (?),"Bd. Tr. approval 4/30/69; list reads ""Artist Unknown"", but original change proposal was annotated by W.P. Campbell to read first ""European, second quarter 18th century"", then ""American School (?)"".",
previous_attribution,34136,4,Attributed to British 18th Century,"British 18th Century, Attributed to",Bd. Tr. approval 10/5/89,
previous_attribution,34136,3,Anonymous Unknown Nationality 18th Century,Anonymous Unknown Nationality 18th Century,Change memo 11/14/83,
previous_attribution,34136,1,Peter Pelham,"Pelham, Peter",Attribution at time of gift,
previous_attribution,34138,1,Matthew Pratt,"Pratt, Matthew",Attribution at time of gift,
previous_attribution,34138,3,American School (?),American School (?),This attribution assigned at an unknown date.,
previous_attribution,34138,2,British School (?),British School (?),"Bd. Tr. approval 4/30/69; list reads ""Artist Unknown"", but original change proposal was annotated by W.P. Campbell to read ""British School (?), about 1775"".",
previous_attribution,34139,3,European 17th Century,European 17th Century,This attribution assigned at an unknown date.,
previous_attribution,34139,4,Anonymous Unknown Nationality 17th Century,Anonymous Unknown Nationality 17th Century,Change memo 11/14/83,
previous_attribution,34139,1,William Read,"Read, William",Attribution at time of gift,
previous_attribution,34139,2,British School (?),British School (?),"Bd. Tr. approval 4/30/69; list reads ""European of Unknown Nationality"", but original change proposal was annotated by W.P. Campbell to read ""British School (?), mid-17th century"".",
previous_attribution,34140,1,John Smibert,"Smibert, John",Attribution at time of acquisition,
previous_attribution,34141,1,John Smibert,"Smibert, John",Attribution at time of gift,
previous_attribution,34141,2,American 18th Century,American 18th Century,"Bd. Tr. approval 4/30/1969; list reads ""Artist Unknown"", but original change proposal was annotated by W.P. Campbell to read ""American School (?), mid 18th century"".",
previous_attribution,34142,2,American School (?),American School (?),"Bd. Tr. approval 4/30/69; list reads ""Artist Unknown"", but original change proposal was annotated by W.P. Campbell to read ""American School (?), first quarter 18th century"".",
previous_attribution,34142,3,Anonymous Unknown Nationality 18th Century,Anonymous Unknown Nationality 18th Century,This attribution assigned at an unknown date; perhaps inadvertently left off 11/14/83 change memo.,
previous_attribution,34142,1,John Smibert,"Smibert, John",Attribution at time of gift,
previous_attribution,34143,2,American School,American School,"Bd. Tr. approval 4/30/1969; list reads ""Artist Unknown"", but original change proposal was annotated by W.P. Campbell to read ""American School, first third 18th century"".",1969-04-30
previous_attribution,34143,1,John Smibert,"Smibert, John",Attribution at time of gift,
previous_attribution,34145,1,Junius Brutus Stearns,"Stearns, Junius Brutus",Attribution at time of acquisition,
previous_attribution,34146,1,Jacobus Gerritsen Strycker,"Strycker, Jacobus Gerritsen",Attribution at time of gift,
previous_attribution,34147,1,Jacobus Gerritsen Strycker,"Strycker, Jacobus Gerritsen",Attribution at time of gift,
previous_attribution,34148,2,European 18th Century,European 18th Century,Bd. Tr. approval 4/30/69,
previous_attribution,34148,1,Adolph-Ulrich Wertmüller,"Wertmüller, Adolph-Ulrich",Attribution at time of gift,
previous_attribution,34150,1,Gilbert Stuart,"Stuart, Gilbert",Attribution at time of gift,
previous_attribution,34152,3,Attributed to Gilbert Stuart and Follower of Gilbert Stuart,"Stuart, Gilbert, Attributed to and Follower of Gilbert Stuart",See 8/17/83 and 8/23/83 memos on computer artist file,
previous_attribution,34152,2,Gilbert Stuart (?),"Stuart, Gilbert (?)","Bd. Tr. approval 4/30/69.  W. P. Campbell memo proposing change originally recommended a change to ""Artist(s) Unknown"".  On copy in object file, this has been crossed out and ""Gilbert Stuart (?)"" added.  At some later date the attribution was apparently considered to be ""Gilbert Stuart (?) and Unknown Artist"", because this is what was put in the new format in 1983.  Perhaps it was a combination of the two attributions indicated on the 1969 change memo.",
